      r[a_0]     n(bound)   n(unbound) n(tightbound)
3.572210e-03 3.342432e+03 1.894115e-05 3.314631e+03
3.624867e-03 3.336295e+03 1.894115e-05 3.308539e+03
3.678300e-03 3.330074e+03 1.894115e-05 3.302364e+03
3.732521e-03 3.323768e+03 1.894115e-05 3.296104e+03
3.787542e-03 3.317376e+03 1.894115e-05 3.289760e+03
3.843373e-03 3.310898e+03 1.894115e-05 3.283329e+03
3.900027e-03 3.304333e+03 1.894115e-05 3.276812e+03
3.957516e-03 3.297679e+03 1.894115e-05 3.270207e+03
4.015853e-03 3.290937e+03 1.894115e-05 3.263514e+03
4.075050e-03 3.284104e+03 1.894115e-05 3.256732e+03
4.135119e-03 3.277182e+03 1.894115e-05 3.249859e+03
4.196074e-03 3.270167e+03 1.894115e-05 3.242896e+03
4.257927e-03 3.263061e+03 1.894115e-05 3.235841e+03
4.320692e-03 3.255861e+03 1.894115e-05 3.228693e+03
4.384383e-03 3.248567e+03 1.894115e-05 3.221452e+03
4.449012e-03 3.241178e+03 1.894115e-05 3.214117e+03
4.514594e-03 3.233694e+03 1.894115e-05 3.206686e+03
4.581142e-03 3.226113e+03 1.894115e-05 3.199159e+03
4.648672e-03 3.218434e+03 1.894115e-05 3.191536e+03
4.717197e-03 3.210658e+03 1.894115e-05 3.183815e+03
4.786732e-03 3.202782e+03 1.894115e-05 3.175995e+03
4.857292e-03 3.194806e+03 1.894115e-05 3.168076e+03
4.928892e-03 3.186729e+03 1.894115e-05 3.160056e+03
5.001548e-03 3.178551e+03 1.894115e-05 3.151936e+03
5.075274e-03 3.170270e+03 1.894115e-05 3.143713e+03
5.150088e-03 3.161885e+03 1.894115e-05 3.135388e+03
5.226004e-03 3.153397e+03 1.894115e-05 3.126959e+03
5.303039e-03 3.144803e+03 1.894115e-05 3.118425e+03
5.381210e-03 3.136103e+03 1.894115e-05 3.109787e+03
5.460533e-03 3.127297e+03 1.894115e-05 3.101041e+03
5.541025e-03 3.118383e+03 1.894115e-05 3.092189e+03
5.622704e-03 3.109360e+03 1.894115e-05 3.083229e+03
5.705587e-03 3.100229e+03 1.894115e-05 3.074160e+03
5.789692e-03 3.090987e+03 1.894115e-05 3.064982e+03
5.875036e-03 3.081634e+03 1.894115e-05 3.055693e+03
5.961639e-03 3.072169e+03 1.894115e-05 3.046294e+03
6.049518e-03 3.062592e+03 1.894115e-05 3.036782e+03
6.138692e-03 3.052902e+03 1.894115e-05 3.027157e+03
6.229181e-03 3.043097e+03 1.894115e-05 3.017419e+03
6.321004e-03 3.033178e+03 1.894115e-05 3.007567e+03
6.414181e-03 3.023143e+03 1.894115e-05 2.997599e+03
6.508731e-03 3.012991e+03 1.894115e-05 2.987515e+03
6.604674e-03 3.002722e+03 1.894115e-05 2.977315e+03
6.702032e-03 2.992335e+03 1.894115e-05 2.966998e+03
6.800825e-03 2.981830e+03 1.894115e-05 2.956562e+03
6.901075e-03 2.971205e+03 1.894115e-05 2.946007e+03
7.002802e-03 2.960460e+03 1.894115e-05 2.935333e+03
7.106028e-03 2.949595e+03 1.894115e-05 2.924538e+03
7.210776e-03 2.938607e+03 1.894115e-05 2.913623e+03
7.317069e-03 2.927498e+03 1.894115e-05 2.902586e+03
7.424928e-03 2.916266e+03 1.894115e-05 2.891426e+03
7.534377e-03 2.904910e+03 1.894115e-05 2.880144e+03
7.645439e-03 2.893431e+03 1.894115e-05 2.868738e+03
7.758139e-03 2.881826e+03 1.894115e-05 2.857207e+03
7.872500e-03 2.870097e+03 1.894115e-05 2.845552e+03
7.988547e-03 2.858241e+03 1.894115e-05 2.833772e+03
8.106304e-03 2.846260e+03 1.894115e-05 2.821865e+03
8.225797e-03 2.834151e+03 1.894115e-05 2.809833e+03
8.347051e-03 2.821915e+03 1.894115e-05 2.797673e+03
8.470093e-03 2.809551e+03 1.894115e-05 2.785385e+03
8.594949e-03 2.797059e+03 1.894115e-05 2.772970e+03
8.721645e-03 2.784438e+03 1.894115e-05 2.760426e+03
8.850209e-03 2.771688e+03 1.894115e-05 2.747754e+03
8.980667e-03 2.758808e+03 1.894115e-05 2.734952e+03
9.113049e-03 2.745798e+03 1.894115e-05 2.722021e+03
9.247383e-03 2.732658e+03 1.894115e-05 2.708960e+03
9.383696e-03 2.719388e+03 1.894115e-05 2.695768e+03
9.522019e-03 2.705986e+03 1.894115e-05 2.682446e+03
9.662381e-03 2.692454e+03 1.894115e-05 2.668993e+03
9.804811e-03 2.678790e+03 1.894115e-05 2.655409e+03
9.949342e-03 2.664995e+03 1.894115e-05 2.641694e+03
1.009600e-02 2.651068e+03 1.894115e-05 2.627847e+03
1.024483e-02 2.637009e+03 1.894115e-05 2.613869e+03
1.039584e-02 2.622819e+03 1.894115e-05 2.599759e+03
1.054908e-02 2.608497e+03 1.894115e-05 2.585517e+03
1.070459e-02 2.594043e+03 1.894115e-05 2.571144e+03
1.086238e-02 2.579457e+03 1.894115e-05 2.556639e+03
1.102250e-02 2.564739e+03 1.894115e-05 2.542003e+03
1.118498e-02 2.549890e+03 1.894115e-05 2.527234e+03
1.134985e-02 2.534909e+03 1.894115e-05 2.512335e+03
1.151716e-02 2.519797e+03 1.894115e-05 2.497304e+03
1.168693e-02 2.504554e+03 1.894115e-05 2.482142e+03
1.185921e-02 2.489181e+03 1.894115e-05 2.466849e+03
1.203402e-02 2.473677e+03 1.894115e-05 2.451426e+03
1.221141e-02 2.458043e+03 1.894115e-05 2.435873e+03
1.239142e-02 2.442280e+03 1.894115e-05 2.420190e+03
1.257407e-02 2.426387e+03 1.894115e-05 2.404378e+03
1.275943e-02 2.410366e+03 1.894115e-05 2.388438e+03
1.294751e-02 2.394217e+03 1.894115e-05 2.372369e+03
1.313837e-02 2.377941e+03 1.894115e-05 2.356172e+03
1.333204e-02 2.361538e+03 1.894115e-05 2.339849e+03
1.352856e-02 2.345009e+03 1.894115e-05 2.323399e+03
1.372798e-02 2.328355e+03 1.894115e-05 2.306824e+03
1.393034e-02 2.311578e+03 1.894115e-05 2.290124e+03
1.413569e-02 2.294677e+03 1.894115e-05 2.273301e+03
1.434406e-02 2.277653e+03 1.894115e-05 2.256355e+03
1.455550e-02 2.260509e+03 1.894115e-05 2.239288e+03
1.477006e-02 2.243244e+03 1.894115e-05 2.222099e+03
1.498778e-02 2.225861e+03 1.894115e-05 2.204791e+03
1.520871e-02 2.208359e+03 1.894115e-05 2.187365e+03
1.543290e-02 2.190742e+03 1.894115e-05 2.169822e+03
1.566039e-02 2.173009e+03 1.894115e-05 2.152163e+03
1.589124e-02 2.155163e+03 1.894115e-05 2.134390e+03
1.612549e-02 2.137205e+03 1.894115e-05 2.116503e+03
1.636319e-02 2.119136e+03 1.894115e-05 2.098506e+03
1.660439e-02 2.100959e+03 1.894115e-05 2.080398e+03
1.684916e-02 2.082674e+03 1.894115e-05 2.062183e+03
1.709752e-02 2.064285e+03 1.894115e-05 2.043861e+03
1.734956e-02 2.045791e+03 1.894115e-05 2.025435e+03
1.760530e-02 2.027196e+03 1.894115e-05 2.006906e+03
1.786482e-02 2.008502e+03 1.894115e-05 1.988276e+03
1.812816e-02 1.989710e+03 1.894115e-05 1.969547e+03
1.839538e-02 1.970823e+03 1.894115e-05 1.950723e+03
1.866654e-02 1.951843e+03 1.894115e-05 1.931803e+03
1.894170e-02 1.932772e+03 1.894115e-05 1.912792e+03
1.922092e-02 1.913613e+03 1.894115e-05 1.893691e+03
1.950425e-02 1.894368e+03 1.894115e-05 1.874502e+03
1.979175e-02 1.875040e+03 1.894115e-05 1.855229e+03
2.008350e-02 1.855632e+03 1.894115e-05 1.835873e+03
2.037955e-02 1.836145e+03 1.894115e-05 1.816438e+03
2.067996e-02 1.816583e+03 1.894115e-05 1.796925e+03
2.098479e-02 1.796949e+03 1.894115e-05 1.777339e+03
2.129413e-02 1.777245e+03 1.894115e-05 1.757682e+03
2.160802e-02 1.757476e+03 1.894115e-05 1.737956e+03
2.192654e-02 1.737643e+03 1.894115e-05 1.718165e+03
2.224975e-02 1.717750e+03 1.894115e-05 1.698312e+03
2.257773e-02 1.697800e+03 1.894115e-05 1.678400e+03
2.291054e-02 1.677797e+03 1.894115e-05 1.658432e+03
2.324826e-02 1.657744e+03 1.894115e-05 1.638412e+03
2.359096e-02 1.637645e+03 1.894115e-05 1.618344e+03
2.393871e-02 1.617503e+03 1.894115e-05 1.598230e+03
2.429158e-02 1.597321e+03 1.894115e-05 1.578075e+03
2.464966e-02 1.577104e+03 1.894115e-05 1.557881e+03
2.501301e-02 1.556856e+03 1.894115e-05 1.537654e+03
2.538172e-02 1.536580e+03 1.894115e-05 1.517395e+03
2.575587e-02 1.516280e+03 1.894115e-05 1.497111e+03
2.613553e-02 1.495960e+03 1.894115e-05 1.476804e+03
2.652079e-02 1.475625e+03 1.894115e-05 1.456478e+03
2.691172e-02 1.455278e+03 1.894115e-05 1.436138e+03
2.730842e-02 1.434924e+03 1.894115e-05 1.415788e+03
2.771097e-02 1.414567e+03 1.894115e-05 1.395432e+03
2.811945e-02 1.394212e+03 1.894115e-05 1.375074e+03
2.853395e-02 1.373863e+03 1.894115e-05 1.354719e+03
2.895456e-02 1.353524e+03 1.894115e-05 1.334371e+03
2.938138e-02 1.333200e+03 1.894115e-05 1.314035e+03
2.981448e-02 1.312896e+03 1.894115e-05 1.293715e+03
3.025397e-02 1.292616e+03 1.894115e-05 1.273415e+03
3.069993e-02 1.272365e+03 1.894115e-05 1.253142e+03
3.115247e-02 1.252148e+03 1.894115e-05 1.232898e+03
3.161169e-02 1.231970e+03 1.894115e-05 1.212690e+03
3.207767e-02 1.211835e+03 1.894115e-05 1.192522e+03
3.255052e-02 1.191749e+03 1.894115e-05 1.172398e+03
3.303033e-02 1.171716e+03 1.894115e-05 1.152323e+03
3.351723e-02 1.151741e+03 1.894115e-05 1.132304e+03
3.401130e-02 1.131830e+03 1.894115e-05 1.112343e+03
3.451265e-02 1.111987e+03 1.894115e-05 1.092448e+03
3.502139e-02 1.092218e+03 1.894115e-05 1.072621e+03
3.553763e-02 1.072527e+03 1.894115e-05 1.052869e+03
3.606149e-02 1.052921e+03 1.894115e-05 1.033197e+03
3.659306e-02 1.033402e+03 1.894115e-05 1.013610e+03
3.713247e-02 1.013978e+03 1.894115e-05 9.941119e+02
3.767983e-02 9.946532e+02 1.894115e-05 9.747090e+02
3.823526e-02 9.754323e+02 1.894115e-05 9.554060e+02
3.879888e-02 9.563208e+02 1.894115e-05 9.362081e+02
3.937080e-02 9.373236e+02 1.894115e-05 9.171203e+02
3.995116e-02 9.184461e+02 1.894115e-05 8.981478e+02
4.054007e-02 8.996931e+02 1.894115e-05 8.792956e+02
4.113766e-02 8.810699e+02 1.894115e-05 8.605687e+02
4.174406e-02 8.625813e+02 1.894115e-05 8.419721e+02
4.235940e-02 8.442325e+02 1.894115e-05 8.235109e+02
4.298381e-02 8.260283e+02 1.894115e-05 8.051899e+02
4.361742e-02 8.079736e+02 1.894115e-05 7.870142e+02
4.426037e-02 7.900735e+02 1.894115e-05 7.689885e+02
4.491281e-02 7.723325e+02 1.894115e-05 7.511178e+02
4.557485e-02 7.547555e+02 1.894115e-05 7.334067e+02
4.624666e-02 7.373472e+02 1.894115e-05 7.158599e+02
4.692837e-02 7.201121e+02 1.894115e-05 6.984821e+02
4.762013e-02 7.030548e+02 1.894115e-05 6.812779e+02
4.832209e-02 6.861798e+02 1.894115e-05 6.642518e+02
4.903439e-02 6.694913e+02 1.894115e-05 6.474080e+02
4.975720e-02 6.529937e+02 1.894115e-05 6.307510e+02
5.049066e-02 6.366911e+02 1.894115e-05 6.142850e+02
5.123493e-02 6.205877e+02 1.894115e-05 5.980141e+02
5.199017e-02 6.046872e+02 1.894115e-05 5.819424e+02
5.275654e-02 5.889936e+02 1.894115e-05 5.660736e+02
5.353422e-02 5.735106e+02 1.894115e-05 5.504117e+02
5.432335e-02 5.582417e+02 1.894115e-05 5.349603e+02
5.512412e-02 5.431905e+02 1.894115e-05 5.197229e+02
5.593669e-02 5.283601e+02 1.894115e-05 5.047030e+02
5.676124e-02 5.137539e+02 1.894115e-05 4.899039e+02
5.759794e-02 4.993749e+02 1.894115e-05 4.753287e+02
5.844698e-02 4.852258e+02 1.894115e-05 4.609804e+02
5.930853e-02 4.713094e+02 1.894115e-05 4.468619e+02
6.018279e-02 4.576284e+02 1.894115e-05 4.329758e+02
6.106993e-02 4.441850e+02 1.894115e-05 4.193248e+02
6.197014e-02 4.309816e+02 1.894115e-05 4.059111e+02
6.288363e-02 4.180201e+02 1.894115e-05 3.927371e+02
6.381058e-02 4.053024e+02 1.894115e-05 3.798047e+02
6.475120e-02 3.928303e+02 1.894115e-05 3.671159e+02
6.570568e-02 3.806052e+02 1.894115e-05 3.546723e+02
6.667423e-02 3.686284e+02 1.894115e-05 3.424755e+02
6.765706e-02 3.569012e+02 1.894115e-05 3.305268e+02
6.865438e-02 3.454244e+02 1.894115e-05 3.188273e+02
6.966640e-02 3.341988e+02 1.894115e-05 3.073781e+02
7.069333e-02 3.232249e+02 1.894115e-05 2.961799e+02
7.173540e-02 3.125031e+02 1.894115e-05 2.852332e+02
7.279284e-02 3.020336e+02 1.894115e-05 2.745386e+02
7.386586e-02 2.918163e+02 1.894115e-05 2.640962e+02
7.495470e-02 2.818510e+02 1.894115e-05 2.539061e+02
7.605959e-02 2.721372e+02 1.894115e-05 2.439679e+02
7.718077e-02 2.626743e+02 1.894115e-05 2.342815e+02
7.831847e-02 2.534614e+02 1.894115e-05 2.248462e+02
7.947294e-02 2.444975e+02 1.894115e-05 2.156612e+02
8.064443e-02 2.357813e+02 1.894115e-05 2.067256e+02
8.183319e-02 2.273115e+02 1.894115e-05 1.980383e+02
8.303948e-02 2.190863e+02 1.894115e-05 1.895979e+02
8.426354e-02 2.111039e+02 1.894115e-05 1.814029e+02
8.550565e-02 2.033623e+02 1.894115e-05 1.734516e+02
8.676607e-02 1.958594e+02 1.894115e-05 1.657421e+02
8.804507e-02 1.885927e+02 1.894115e-05 1.582724e+02
8.934292e-02 1.815596e+02 1.894115e-05 1.510401e+02
9.065990e-02 1.747574e+02 1.894115e-05 1.440430e+02
9.199630e-02 1.681831e+02 1.894115e-05 1.372783e+02
9.335239e-02 1.618338e+02 1.894115e-05 1.307434e+02
9.472848e-02 1.557061e+02 1.894115e-05 1.244354e+02
9.612485e-02 1.497966e+02 1.894115e-05 1.183511e+02
9.754180e-02 1.441018e+02 1.894115e-05 1.124873e+02
9.897964e-02 1.386179e+02 1.894115e-05 1.068408e+02
1.004387e-01 1.333411e+02 1.894115e-05 1.014079e+02
1.019192e-01 1.282675e+02 1.894115e-05 9.618515e+01
1.034216e-01 1.233930e+02 1.894115e-05 9.116867e+01
1.049461e-01 1.187132e+02 1.894115e-05 8.635462e+01
1.064931e-01 1.142240e+02 1.894115e-05 8.173901e+01
1.080629e-01 1.099209e+02 1.894115e-05 7.731774e+01
1.096558e-01 1.057992e+02 1.894115e-05 7.308662e+01
1.112722e-01 1.018546e+02 1.894115e-05 6.904136e+01
1.129124e-01 9.808214e+01 1.894115e-05 6.517760e+01
1.145769e-01 9.447720e+01 1.894115e-05 6.149089e+01
1.162658e-01 9.103493e+01 1.894115e-05 5.797672e+01
1.179797e-01 8.775046e+01 1.894115e-05 5.463052e+01
1.197188e-01 8.461887e+01 1.894115e-05 5.144766e+01
1.214835e-01 8.163521e+01 1.894115e-05 4.842346e+01
1.232743e-01 7.879450e+01 1.894115e-05 4.555324e+01
1.250914e-01 7.609175e+01 1.894115e-05 4.283225e+01
1.269354e-01 7.352195e+01 1.894115e-05 4.025575e+01
1.288065e-01 7.108010e+01 1.894115e-05 3.781897e+01
1.307052e-01 6.876121e+01 1.894115e-05 3.551713e+01
1.326319e-01 6.656029e+01 1.894115e-05 3.334549e+01
1.345870e-01 6.447240e+01 1.894115e-05 3.129928e+01
1.365709e-01 6.249262e+01 1.894115e-05 2.937377e+01
1.385841e-01 6.061608e+01 1.894115e-05 2.756426e+01
1.406269e-01 5.883794e+01 1.894115e-05 2.586608e+01
1.426998e-01 5.715345e+01 1.894115e-05 2.427459e+01
1.448033e-01 5.555791e+01 1.894115e-05 2.278522e+01
1.469379e-01 5.404669e+01 1.894115e-05 2.139343e+01
1.491038e-01 5.261524e+01 1.894115e-05 2.009477e+01
1.513017e-01 5.125910e+01 1.894115e-05 1.888483e+01
1.535320e-01 4.997390e+01 1.894115e-05 1.775930e+01
1.557952e-01 4.875539e+01 1.894115e-05 1.671392e+01
1.580918e-01 4.759939e+01 1.894115e-05 1.574454e+01
1.604222e-01 4.650186e+01 1.894115e-05 1.484709e+01
1.627869e-01 4.545885e+01 1.894115e-05 1.401758e+01
1.651865e-01 4.446656e+01 1.894115e-05 1.325215e+01
1.676215e-01 4.352129e+01 1.894115e-05 1.254701e+01
1.700923e-01 4.261948e+01 1.894115e-05 1.189849e+01
1.725996e-01 4.175769e+01 1.894115e-05 1.130303e+01
1.751439e-01 4.093264e+01 1.894115e-05 1.075719e+01
1.777256e-01 4.014114e+01 1.894115e-05 1.025763e+01
1.803454e-01 3.938020e+01 1.894115e-05 9.801125e+00
1.830039e-01 3.864692e+01 1.894115e-05 9.384581e+00
1.857015e-01 3.793857e+01 1.894115e-05 9.005017e+00
1.884389e-01 3.725255e+01 1.894115e-05 8.659573e+00
1.912166e-01 3.658641e+01 1.894115e-05 8.345512e+00
1.940353e-01 3.593784e+01 1.894115e-05 8.060218e+00
1.968955e-01 3.530468e+01 1.894115e-05 7.801197e+00
1.997979e-01 3.468490e+01 1.894115e-05 7.566077e+00
2.027431e-01 3.407663e+01 1.894115e-05 7.352607e+00
2.057317e-01 3.347813e+01 1.894115e-05 7.158656e+00
2.087643e-01 3.288778e+01 1.894115e-05 6.982210e+00
2.118416e-01 3.230412e+01 1.894115e-05 6.821377e+00
2.149644e-01 3.172583e+01 1.894115e-05 6.674375e+00
2.181331e-01 3.115168e+01 1.894115e-05 6.539540e+00
2.213485e-01 3.058061e+01 1.894115e-05 6.415315e+00
2.246114e-01 3.001167e+01 1.894115e-05 6.300257e+00
2.279223e-01 2.944401e+01 1.894115e-05 6.193024e+00
2.312821e-01 2.887692e+01 1.894115e-05 6.092381e+00
2.346913e-01 2.830980e+01 1.894115e-05 5.997189e+00
2.381509e-01 2.774214e+01 1.894115e-05 5.906411e+00
2.416614e-01 2.717356e+01 1.894115e-05 5.819098e+00
2.452237e-01 2.660374e+01 1.894115e-05 5.734395e+00
2.488385e-01 2.603249e+01 1.894115e-05 5.651532e+00
2.525065e-01 2.545969e+01 1.894115e-05 5.569822e+00
2.562287e-01 2.488530e+01 1.894115e-05 5.488656e+00
2.600057e-01 2.430937e+01 1.894115e-05 5.407501e+00
2.638383e-01 2.373201e+01 1.894115e-05 5.325896e+00
2.677275e-01 2.315341e+01 1.894115e-05 5.243445e+00
2.716740e-01 2.257380e+01 1.894115e-05 5.159818e+00
2.756787e-01 2.199350e+01 1.894115e-05 5.074744e+00
2.797424e-01 2.141285e+01 1.894115e-05 4.988007e+00
2.838660e-01 2.083225e+01 1.894115e-05 4.899444e+00
2.880504e-01 2.025214e+01 1.894115e-05 4.808939e+00
2.922965e-01 1.967299e+01 1.894115e-05 4.716422e+00
2.966052e-01 1.909531e+01 1.894115e-05 4.621862e+00
3.009774e-01 1.851963e+01 1.894115e-05 4.525267e+00
3.054140e-01 1.794649e+01 1.894115e-05 4.426678e+00
3.099161e-01 1.737648e+01 1.894115e-05 4.326167e+00
3.144845e-01 1.681017e+01 1.894115e-05 4.223831e+00
3.191202e-01 1.624814e+01 1.894115e-05 4.119794e+00
3.238243e-01 1.569098e+01 1.894115e-05 4.014198e+00
3.285977e-01 1.513929e+01 1.894115e-05 3.907206e+00
3.334415e-01 1.459365e+01 1.894115e-05 3.798993e+00
3.383566e-01 1.405464e+01 1.894115e-05 3.689750e+00
3.433443e-01 1.352282e+01 1.894115e-05 3.579673e+00
3.484054e-01 1.299874e+01 1.894115e-05 3.468971e+00
3.535412e-01 1.248294e+01 1.894115e-05 3.357856e+00
3.587527e-01 1.197593e+01 1.894115e-05 3.246542e+00
3.640409e-01 1.147821e+01 1.894115e-05 3.135247e+00
3.694072e-01 1.099023e+01 1.894115e-05 3.024186e+00
3.748525e-01 1.051245e+01 1.894115e-05 2.913574e+00
3.803781e-01 1.004526e+01 1.894115e-05 2.803620e+00
3.859852e-01 9.589049e+00 1.894115e-05 2.694530e+00
3.916749e-01 9.144168e+00 1.894115e-05 2.586503e+00
3.974485e-01 8.710931e+00 1.894115e-05 2.479730e+00
4.033072e-01 8.289622e+00 1.894115e-05 2.374395e+00
4.092522e-01 7.880488e+00 1.894115e-05 2.270669e+00
4.152849e-01 7.483743e+00 1.894115e-05 2.168718e+00
4.214066e-01 7.099565e+00 1.894115e-05 2.068695e+00
4.276184e-01 6.728098e+00 1.894115e-05 1.970740e+00
4.339218e-01 6.369451e+00 1.894115e-05 1.874984e+00
4.403182e-01 6.023696e+00 1.894115e-05 1.781545e+00
4.468088e-01 5.690875e+00 1.894115e-05 1.690530e+00
4.533951e-01 5.370992e+00 1.894115e-05 1.602033e+00
4.600785e-01 5.064020e+00 1.894115e-05 1.516135e+00
4.668604e-01 4.769901e+00 1.894115e-05 1.432907e+00
4.737423e-01 4.488545e+00 1.894115e-05 1.352406e+00
4.807256e-01 4.219833e+00 1.894115e-05 1.274678e+00
4.878118e-01 3.963616e+00 1.894115e-05 1.199758e+00
4.950026e-01 3.719720e+00 1.894115e-05 1.127670e+00
5.022993e-01 3.487945e+00 1.894115e-05 1.058425e+00
5.097035e-01 3.268064e+00 1.894115e-05 9.920281e-01
5.172170e-01 3.059833e+00 1.894115e-05 9.284703e-01
5.248411e-01 2.862983e+00 1.894115e-05 8.677353e-01
5.325777e-01 2.677227e+00 1.894115e-05 8.097977e-01
5.404283e-01 2.502262e+00 1.894115e-05 7.546241e-01
5.483946e-01 2.337767e+00 1.894115e-05 7.021731e-01
5.564784e-01 2.183411e+00 1.894115e-05 6.523967e-01
5.646813e-01 2.038848e+00 1.894115e-05 6.052402e-01
5.730051e-01 1.903723e+00 1.894115e-05 5.606432e-01
5.814516e-01 1.777673e+00 1.894115e-05 5.185403e-01
5.900227e-01 1.660326e+00 1.894115e-05 4.788612e-01
5.987201e-01 1.551310e+00 1.894115e-05 4.415319e-01
6.075456e-01 1.450244e+00 1.894115e-05 4.064750e-01
6.165013e-01 1.356749e+00 1.894115e-05 3.736103e-01
6.255890e-01 1.270445e+00 1.894115e-05 3.428551e-01
6.348107e-01 1.190954e+00 1.894115e-05 3.141253e-01
6.441683e-01 1.117899e+00 1.894115e-05 2.873355e-01
6.536638e-01 1.050909e+00 1.894115e-05 2.623996e-01
6.632993e-01 9.896168e-01 1.894115e-05 2.392311e-01
6.730768e-01 9.336629e-01 1.894115e-05 2.177440e-01
6.829985e-01 8.826949e-01 1.894115e-05 1.978524e-01
6.930664e-01 8.363691e-01 1.894115e-05 1.794719e-01
7.032828e-01 7.943513e-01 1.894115e-05 1.625189e-01
7.136497e-01 7.563174e-01 1.894115e-05 1.469117e-01
7.241694e-01 7.219544e-01 1.894115e-05 1.325703e-01
7.348442e-01 6.909612e-01 1.894115e-05 1.194169e-01
7.456764e-01 6.630483e-01 1.894115e-05 1.073760e-01
7.566682e-01 6.379392e-01 1.894115e-05 9.637441e-02
7.678221e-01 6.153701e-01 1.894115e-05 8.634190e-02
7.791404e-01 5.950904e-01 1.894115e-05 7.721082e-02
7.906255e-01 5.768629e-01 1.894115e-05 6.891641e-02
8.022799e-01 5.604639e-01 1.894115e-05 6.139686e-02
8.141061e-01 5.456829e-01 1.894115e-05 5.459333e-02
8.261067e-01 5.323231e-01 1.894115e-05 4.844998e-02
8.382841e-01 5.202011e-01 1.894115e-05 4.291396e-02
8.506410e-01 5.091464e-01 1.894115e-05 3.793543e-02
8.631801e-01 4.990016e-01 1.894115e-05 3.346746e-02
8.759041e-01 4.896218e-01 1.894115e-05 2.946604e-02
8.888156e-01 4.808748e-01 1.894115e-05 2.588997e-02
9.019174e-01 4.726399e-01 1.894115e-05 2.270083e-02
9.152123e-01 4.648083e-01 1.894115e-05 1.986285e-02
9.287032e-01 4.572823e-01 1.894115e-05 1.734283e-02
9.423930e-01 4.499747e-01 1.894115e-05 1.511006e-02
9.562846e-01 4.428089e-01 1.894115e-05 1.313615e-02
9.703810e-01 4.357175e-01 1.894115e-05 1.139502e-02
9.846851e-01 4.286426e-01 1.894115e-05 9.862678e-03
9.992002e-01 4.215350e-01 1.894115e-05 8.517178e-03
1.013929e+00 4.143533e-01 1.894115e-05 7.338471e-03
1.028875e+00 4.070640e-01 1.894115e-05 6.308297e-03
1.044042e+00 3.996404e-01 1.894115e-05 5.410071e-03
1.059432e+00 3.920626e-01 1.894115e-05 4.628769e-03
1.075048e+00 3.843162e-01 1.894115e-05 3.950816e-03
1.090895e+00 3.763927e-01 1.894115e-05 3.363984e-03
1.106976e+00 3.682881e-01 1.894115e-05 2.857286e-03
1.123294e+00 3.600032e-01 1.894115e-05 2.420878e-03
1.139852e+00 3.515426e-01 1.894115e-05 2.045963e-03
1.156654e+00 3.429141e-01 1.894115e-05 1.724704e-03
1.173704e+00 3.341289e-01 1.894115e-05 1.450139e-03
1.191005e+00 3.252006e-01 1.894115e-05 1.216098e-03
1.208562e+00 3.161449e-01 1.894115e-05 1.017132e-03
1.226377e+00 3.069794e-01 1.894115e-05 8.484408e-04
1.244455e+00 2.977231e-01 1.894115e-05 7.058073e-04
1.262799e+00 2.883960e-01 1.894115e-05 5.855399e-04
1.281413e+00 2.790190e-01 1.894115e-05 4.844149e-04
1.300302e+00 2.696133e-01 1.894115e-05 3.996261e-04
1.319470e+00 2.602005e-01 1.894115e-05 3.287381e-04
1.338920e+00 2.508020e-01 1.894115e-05 2.696438e-04
1.358657e+00 2.414390e-01 1.894115e-05 2.205257e-04
1.378684e+00 2.321322e-01 1.894115e-05 1.798209e-04
1.399007e+00 2.229018e-01 1.894115e-05 1.461897e-04
1.419630e+00 2.137672e-01 1.894115e-05 1.184875e-04
1.440556e+00 2.047466e-01 1.894115e-05 9.573941e-05
1.461791e+00 1.958577e-01 1.894115e-05 7.711775e-05
1.483339e+00 1.871166e-01 1.894115e-05 6.192213e-05
1.505204e+00 1.785385e-01 1.894115e-05 4.956190e-05
1.527392e+00 1.701374e-01 1.894115e-05 3.954054e-05
1.549907e+00 1.619258e-01 1.894115e-05 3.144213e-05
1.572754e+00 1.539151e-01 1.894115e-05 2.491939e-05
1.595937e+00 1.461155e-01 1.894115e-05 1.968342e-05
1.619463e+00 1.385355e-01 1.894115e-05 1.549467e-05
1.643335e+00 1.311828e-01 1.894115e-05 1.215525e-05
1.667559e+00 1.240634e-01 1.894115e-05 9.502224e-06
1.692140e+00 1.171825e-01 1.894115e-05 7.401965e-06
1.717083e+00 1.105437e-01 1.894115e-05 5.745250e-06
1.742394e+00 1.041498e-01 1.894115e-05 4.443147e-06
1.768079e+00 9.800224e-02 1.894115e-05 3.423509e-06
1.794142e+00 9.210168e-02 1.894115e-05 2.628030e-06
1.820589e+00 8.644766e-02 1.894115e-05 2.009767e-06
1.847425e+00 8.103886e-02 1.894115e-05 1.531074e-06
1.874658e+00 7.587310e-02 1.894115e-05 1.161875e-06
1.902292e+00 7.094745e-02 1.894115e-05 8.782399e-07
1.930333e+00 6.625827e-02 1.894115e-05 6.612026e-07
1.958788e+00 6.180128e-02 1.894115e-05 4.957931e-07
1.987662e+00 5.757163e-02 1.894115e-05 3.702434e-07
2.016961e+00 5.356398e-02 1.894115e-05 2.753412e-07
2.046693e+00 4.977253e-02 1.894115e-05 2.039050e-07
2.076863e+00 4.619110e-02 1.894115e-05 1.503601e-07
